movie_id,title,budget,revenue,runtime,release_month,release_year,release_dow,actor_gender,actor_credits,actor_net_to_date,producer_gender,producer_credits,producer_net_to_date,writer_gender,writer_credits,writer_net_to_date,director_gender,director_credits,director_net_to_date,genre_count,language_count,net,target
87826,Here Comes the Boom,42000000,73239258,105,10,2012,3,1,1,44298474,2,0,0,2,0,0,2,4,370204599,1,1,31239258,1
49730,Red Riding Hood,42000000,89162162,100,3,2011,4,1,2,142125642,2,0,0,0,0,0,1,4,357939269,3,1,47162162,1
2749,15 Minutes,60000000,56359980,120,3,2001,3,2,15,437782951,2,3,6019987,2,0,0,2,0,0,3,4,-3640020,0
46528,The Warrior's Way,42000000,11087569,100,12,2010,3,1,1,26842679,2,4,2816220889,0,0,0,2,0,0,5,2,-30912431,0
27936,Micmacs,33000000,14000000,100,10,2009,2,2,0,0,2,0,0,2,0,0,2,3,270681250,3,1,-19000000,0
9476,A Knight's Tale,65000000,117487473,132,5,2001,4,2,1,37478166,2,0,0,2,1,61982834,2,1,71626121,4,1,52487473,1
745,The Sixth Sense,40000000,672806292,107,8,1999,4,2,9,1159330441,1,5,1277140835,2,0,0,2,0,0,3,3,632806292,1
168672,American Hustle,40000000,251171807,138,12,2013,3,2,13,2178920878,0,14,2747404100,2,1,7702438,2,5,292092874,2,1,211171807,1
18240,The Proposal,40000000,317375031,108,6,2009,0,1,13,578379341,2,0,0,0,0,0,1,2,232454166,3,1,277375031,1
240832,Lucy,40000000,126546825,89,7,2014,0,1,4,132355356,0,0,0,2,3,9644583,2,4,201231392,2,5,86546825,1
193756,Lone Survivor,40000000,149295601,121,12,2013,1,2,16,1219675613,2,5,516953817,2,1,-1420000,2,5,560528318,4,1,109295601,1
259693,The Conjuring 2,40000000,320170008,134,5,2016,4,2,3,406581500,2,2,310889299,2,0,0,2,5,1816444779,1,1,280170008,1
100042,Dumb and Dumber To,40000000,169837010,110,11,2014,2,2,19,2372252167,2,5,163926822,2,1,231275374,2,10,785380889,1,1,129837010,1
9036,Eight Below,40000000,120455994,120,2,2006,4,2,6,236611910,2,6,237541390,2,0,0,2,3,128964190,3,1,80455994,1
257211,The Intern,35000000,194564672,121,9,2015,3,2,28,1022616925,1,3,350744786,1,0,0,1,4,734112800,1,1,159564672,1
323675,Ride Along 2,40000000,124827316,102,1,2016,3,2,3,73292375,2,5,393429658,2,0,0,2,6,489041595,2,1,84827316,1
187,Sin City,40000000,158733820,124,4,2005,4,1,1,44646763,1,0,0,2,0,0,0,8,475201404,3,1,118733820,1
7461,Vantage Point,40000000,151161491,90,2,2008,4,2,7,396554400,2,15,1021626486,2,0,0,0,0,0,4,2,111161491,1
19912,The Final Destination,40000000,186167139,82,8,2009,2,2,0,0,2,3,187447877,2,0,0,2,3,124871106,2,1,146167139,1
296098,Bridge of Spies,40000000,165478348,141,10,2015,3,2,23,5561359969,2,16,3085036518,0,3,77555221,2,25,7311069227,2,3,125478348,1
8007,Behind Enemy Lines,40000000,91753202,106,11,2001,5,2,0,0,2,8,698194361,2,0,0,2,0,0,4,3,51753202,1
32823,Get Him to the Greek,40000000,90029656,109,6,2010,4,2,1,101463226,2,8,608684224,2,0,0,2,1,75173115,1,1,50029656,1
68179,Escape from Planet Earth,40000000,74597643,89,2,2013,3,2,10,681143954,2,0,0,2,1,-16478171,0,0,0,5,1,34597643,1
1579,Apocalypto,40000000,120175290,139,12,2006,3,2,0,0,2,5,793927958,2,0,0,2,2,719899420,4,1,80175290,1
34851,Predators,40000000,126248813,107,7,2010,5,2,1,37489752,0,9,415375193,2,0,0,2,1,2942221,4,3,86248813,1
9913,The Skeleton Key,43000000,91974818,104,7,2005,4,1,3,114473741,2,0,0,2,0,0,2,2,-10121132,4,1,48974818,1
39513,Paul,40000000,97552050,104,2,2011,0,2,6,605282488,2,25,1545755865,2,0,0,2,2,109127603,3,1,57552050,1
41446,Scream 4,40000000,97138686,111,4,2011,0,2,6,423881870,2,3,67175305,2,0,0,2,9,473855595,2,1,57138686,1
10537,The Doors,38000000,34416893,140,3,1991,4,2,0,0,2,2,131999137,2,2,25848069,2,5,304848904,2,1,-3583107,0
188161,A Million Ways to Die in the West,40000000,86778557,116,5,2014,3,2,0,0,2,5,168221675,2,0,0,2,1,499368315,2,1,46778557,1
38357,Morning Glory,40000000,58785180,102,1,2010,1,1,2,118495032,2,3,379100860,0,1,130259319,2,2,371825442,3,2,18785180,1
80278,The Impossible,42000000,180274123,113,9,2012,6,1,7,457846206,2,3,73880734,0,0,0,2,1,75250193,2,4,138274123,1
24575,Raise the Titanic,40000000,7000000,115,1,1980,1,2,0,0,0,0,0,0,0,0,2,0,0,3,1,-33000000,0
19898,Pandorum,33000000,20645327,108,9,2009,1,2,0,0,2,5,266034592,2,0,0,2,1,2000000,5,3,-12354673,0
72358,A Thousand Words,40000000,22044277,91,3,2012,2,2,19,1420243299,2,5,-45560998,2,1,155181299,2,5,36652303,2,1,-17955723,0
10428,Hackers,20000000,7563728,107,9,1995,3,2,0,0,0,0,0,2,0,0,2,0,0,4,4,-12436272,0
26486,The Last Shot,40000000,463730,90,9,2004,4,2,5,105918851,2,1,516222,2,0,0,2,0,0,2,1,-39536270,0
16320,Serenity,39000000,38869464,119,8,2005,3,2,0,0,2,1,8096053,2,0,0,2,0,0,4,2,-130536,0
20943,The Ugly Truth,38000000,205298907,96,7,2009,4,1,1,130259319,2,17,647312755,1,2,82921106,2,4,270327894,2,1,167298907,1
44865,The Grandmaster,3860000,64076736,130,1,2013,1,2,1,7271312,2,1,11786738,2,0,0,2,2,19058050,3,3,60216736,1
1957,Enough,38000000,51801187,114,5,2002,4,1,5,239470139,2,9,187795563,2,0,0,2,3,258395313,2,1,13801187,1
256961,Paul Blart: Mall Cop 2,38000000,107597242,94,4,2015,3,2,3,244258554,2,2,126574381,2,1,31239258,2,5,302851170,3,1,69597242,1
5852,Angel Eyes,53000000,29700000,102,5,2001,1,1,4,262770139,2,2,-49184462,2,0,0,0,1,38880016,3,1,-23300000,0
87421,Riddick,38000000,98337295,119,9,2013,0,2,8,806649500,2,2,64491480,0,2,11675412,0,3,49813030,3,1,60337295,1
68722,The Master,32000000,28258060,137,9,2012,4,2,6,177666007,2,2,44208711,2,0,0,2,4,83762108,1,1,-3741940,0
14324,Virgin Territory,38000000,5410749,93,12,2007,0,2,0,0,2,0,0,2,0,0,2,1,-7853917,4,2,-32589251,0
14325,The Express,40000000,9793496,130,10,2008,4,2,0,0,2,18,1537503893,0,0,0,2,4,44052338,1,1,-30206504,0
76494,What to Expect When You're Expecting,40000000,79700000,110,5,2012,3,1,8,1058277352,2,1,34307224,0,0,0,0,3,138891949,3,1,39700000,1
23742,Cop Out,30000000,55583804,107,2,2010,4,2,24,2598290073,2,1,-7207439,2,0,0,2,8,84550883,3,2,25583804,1
62837,Dolphin Tale,37000000,95404397,113,9,2011,4,2,8,394211943,2,1,63772522,1,1,-11005210,2,1,20144499,2,1,58404397,1
16911,The Inhabited Island,36500000,21834845,115,12,2008,3,0,0,0,0,0,0,0,0,0,2,0,0,4,1,-14665155,0
227735,Dolphin Tale 2,36000000,52424533,107,9,2014,4,2,9,452616340,2,4,201342864,2,0,0,2,2,78548896,2,1,16424533,1
222936,Aloha,37000000,26250020,105,5,2015,2,2,6,1262737430,2,29,1781450970,2,1,223552592,2,5,411441352,3,2,-10749980,0
48171,The Rite,37000000,96047633,114,1,2011,4,2,10,106326592,2,5,98449119,2,0,0,0,2,105158674,3,6,59047633,1
365222,Ip Man 3,36000000,156844753,105,12,2015,5,2,1,-17162326,0,0,0,0,0,0,2,0,0,3,4,120844753,1
22881,The Blind Side,29000000,309208309,129,11,2009,4,1,15,880859914,2,1,60180723,2,0,0,2,2,-63582997,1,1,280208309,1
10054,Spy Kids,35000000,147934180,88,3,2001,6,1,0,0,0,3,45509686,0,0,0,0,4,52346302,4,2,112934180,1
271718,Trainwreck,35000000,140795793,125,7,2015,4,1,0,0,2,3,5455891,1,0,0,2,4,312043523,1,1,105795793,1
11459,Sky High,35000000,86369815,100,7,2005,4,2,0,0,2,1,84230332,2,0,0,2,1,48535067,3,1,51369815,1
1273,TMNT,34000000,95608995,90,3,2007,4,2,2,29435354,2,1,53000000,2,0,0,2,0,0,4,1,61608995,1
13920,Radio,32000000,52277485,109,10,2003,4,2,3,-32651124,2,0,0,2,1,55597042,2,1,-14306109,1,1,20277485,1
325133,Neighbors 2: Sorority Rising,35000000,108758521,91,5,2016,2,2,9,914855664,2,4,343729137,2,1,101463226,2,4,399269922,1,1,73758521,1
140823,Saving Mr. Banks,35000000,112544580,125,11,2013,5,1,2,155736210,2,0,0,0,0,0,2,3,216625312,3,1,77544580,1
22949,Old Dogs,35000000,92219310,88,11,2009,1,2,17,1642469601,2,5,163580027,2,0,0,2,2,226830866,2,2,57219310,1
34806,The Back-Up Plan,35000000,77477008,106,4,2010,4,1,8,464927937,2,4,287632666,1,0,0,2,0,0,2,1,42477008,1
88794,J. Edgar,35000000,84606030,137,11,2011,2,2,12,1873278639,2,15,1122000787,2,1,34586584,2,17,1187398422,3,1,49606030,1
13515,Mirrors,35000000,72436439,110,8,2008,4,2,2,32784758,2,0,0,2,0,0,2,2,58208975,3,1,37436439,1
169,Predator 2,35000000,57120318,108,11,1990,1,2,0,0,2,7,410264990,2,0,0,2,1,14168359,3,1,22120318,1
321741,Concussion,35000000,50363790,123,11,2015,3,2,14,3652968095,2,12,1096342167,0,0,0,0,0,0,1,1,15363790,1
59965,Abduction,35000000,82087155,106,9,2011,3,2,1,19425966,2,4,123651382,0,0,0,2,6,346823337,3,1,47087155,1
98357,Broken City,56000000,19701164,109,1,2013,4,2,14,1194799158,2,21,1052507162,0,0,0,2,0,0,3,1,-36298836,0
268920,Hot Pursuit,35000000,51680201,87,5,2015,4,1,8,450435232,1,2,121235238,2,0,0,1,4,511692923,3,2,16680201,1
4515,Lions for Lambs,35000000,63215872,92,10,2007,0,2,6,172691506,2,2,129580271,0,0,0,2,3,132645968,4,1,28215872,1
18320,The Young Victoria,35000000,27409889,105,3,2009,2,1,0,0,2,1,2500000,2,0,0,2,0,0,3,2,-7590111,0
8967,The Tree of Life,32000000,54674226,139,5,2011,2,2,12,1426284362,2,3,262791155,2,1,660880,2,3,47323458,2,1,22674226,1
37498,Knock Off,35000000,10319915,91,9,1998,4,2,6,228370460,0,0,0,2,0,0,2,0,0,3,2,-24680085,0
144336,Sabotage,35000000,17508518,110,3,2014,4,2,20,2246978129,0,1,41126384,0,0,0,0,3,90663291,4,1,-17491482,0
13056,Punisher: War Zone,20500000,10089373,102,12,2008,4,2,0,0,1,13,392642176,0,0,0,0,0,0,2,2,-10410627,0
20763,Radio Flyer,35000000,4651977,114,2,1992,4,2,0,0,1,0,0,2,0,0,2,4,329223351,1,1,-30348023,0
9280,Femme Fatale,35000000,16838910,114,11,2002,2,1,0,0,1,0,0,2,1,25399000,2,9,514988537,3,3,-18161090,0
1969,Bandidas,35000000,10496317,93,1,2006,2,1,1,2192613,2,9,113092787,2,0,0,0,0,0,4,2,-24503683,0
239573,Unfinished Business,35000000,14431253,91,3,2015,3,2,6,511940699,2,1,84281051,2,0,0,0,1,25164106,1,1,-20568747,0
127493,Stolen,35000000,2106557,96,5,2012,3,2,23,1249301431,0,0,0,0,1,123076205,2,5,461459220,4,2,-32893443,0
12429,Ponyo,41677699,187479518,100,7,2008,5,0,0,0,2,1,132875308,2,0,0,2,3,603510858,2,1,145801819,1
18254,Reds,32000000,40382659,195,12,1981,4,2,0,0,2,0,0,2,0,0,2,0,0,2,5,8382659,1
71469,The Darkest Hour,30000000,64626786,89,12,2011,3,2,6,-1933816,2,1,20562924,0,0,0,2,0,0,4,1,34626786,1
7220,The Punisher,33000000,54700105,124,4,2004,3,2,2,9661064,1,10,366925996,2,0,0,2,0,0,3,1,21700105,1
72387,Safe,30000000,40346186,94,4,2012,0,2,10,224812506,2,13,1009291066,2,0,0,2,1,106706683,3,3,10346186,1
13460,Doomsday,30000000,22211426,108,3,2008,4,1,0,0,2,1,-10644631,2,0,0,2,1,50051053,3,1,-7788574,0
50647,Wanderlust,35000000,24159934,98,2,2012,3,2,3,53447256,2,0,0,2,1,-4463323,2,2,59917604,1,1,-10840066,0
9353,Nacho Libre,32000000,80197993,92,6,2006,4,2,1,96282949,2,0,0,2,1,907672,2,1,45718097,2,2,48197993,1
87567,The Big Wedding,35000000,21819348,90,4,2013,3,2,25,924487867,2,0,0,2,1,130372502,2,0,0,1,3,-13180652,0
45612,Source Code,32000000,147332697,93,3,2011,2,2,6,254044447,2,4,413019879,2,0,0,2,1,4760104,3,1,115332697,1
157841,The Young and Prodigious T.S. Spivet,33000000,9494789,105,10,2013,2,2,0,0,2,1,-19000000,2,1,-19000000,2,4,251681250,3,1,-23505211,0
11519,1941,35000000,31755742,113,12,1979,3,2,0,0,2,0,0,2,0,0,2,2,747442635,2,3,-3244258,0
124459,The Incredible Burt Wonderstone,30000000,27437881,100,3,2013,3,2,7,816524018,2,6,429803172,2,0,0,2,0,0,1,1,-2562119,0
32274,Cradle Will Rock,32000000,2899970,132,12,1999,4,2,0,0,2,1,28363635,2,0,0,2,1,28363635,1,1,-29100030,0
28,Apocalypse Now,31500000,89460381,153,8,1979,2,2,0,0,2,2,37362841,2,0,0,2,3,276429252,2,3,57960381,1
38073,Going the Distance,32000000,42045846,102,9,2010,2,1,8,293301672,2,2,180414308,2,0,0,1,0,0,3,1,10045846,1
302156,Criminal,31500000,14708696,113,4,2016,3,2,18,1053616102,2,9,733619360,2,0,0,2,1,-18030807,1,1,-16791304,0
11313,Hearts in Atlantis,31000000,24185781,101,9,2001,4,2,5,-14621876,0,0,0,2,0,0,2,2,9542248,2,1,-6814219,0
10559,Frequency,31000000,68106245,118,4,2000,4,2,2,27749570,2,0,0,2,0,0,2,0,0,4,1,37106245,1
296099,Vacation,31000000,104384188,99,7,2015,1,2,0,0,2,8,660235172,2,1,-2562119,2,0,0,1,1,73384188,1
72570,The Vow,30000000,196114570,104,2,2012,6,1,3,137280212,2,0,0,2,0,0,2,0,0,2,1,166114570,1
132363,The Butler,25000000,115922175,132,8,2013,4,2,3,58109490,1,5,1697071281,2,0,0,2,1,37536959,1,1,90922175,1
6557,27 Dresses,30000000,160259319,111,1,2008,3,1,0,0,2,8,436019617,0,0,0,1,1,102194847,2,1,130259319,1
18126,Hannah Montana: The Movie,35000000,155545279,102,4,2009,4,1,0,0,2,0,0,0,0,0,2,4,96038637,5,1,120545279,1
59967,Looper,30000000,47042000,118,9,2012,2,2,5,43455177,2,0,0,2,1,-14469236,2,1,-14469236,3,1,17042000,1
82696,Hope Springs,30000000,114281051,100,8,2012,1,1,12,1618078677,2,0,0,1,0,0,2,3,442081855,3,1,84281051,1
8292,Four Brothers,45000000,92374674,109,8,2005,3,2,7,352821460,2,0,0,2,0,0,2,5,299448663,2,2,47374674,1
59436,Midnight in Paris,30000000,151119219,94,5,2011,2,2,7,625236118,1,9,217118984,2,2,39345631,2,18,285228491,3,4,121119219,1
36593,The Naked Gun 33⅓: The Final Insult,30000000,51132598,83,3,1994,4,2,1,63930411,2,3,171560301,2,0,0,2,0,0,2,1,21132598,1
273481,Sicario,30000000,84025816,121,9,2015,3,1,1,-7590111,2,0,0,2,0,0,2,2,76430525,5,2,54025816,1
307081,Southpaw,30000000,91709827,123,6,2015,0,2,10,414836181,2,7,553509921,2,0,0,2,7,340303293,2,1,61709827,1
16871,Drag Me to Hell,30000000,90810892,99,3,2009,6,1,1,5657770,0,0,0,2,0,0,2,9,1923203911,2,4,60810892,1
59861,Larry Crowne,30000000,36160375,98,6,2011,3,2,20,5486716726,2,5,375881424,1,1,-8658984,2,1,32057416,3,1,6160375,1
184346,Deliver Us from Evil,30000000,87956618,118,7,2014,1,2,5,170537363,2,28,6334752999,2,0,0,2,3,353022766,3,1,57956618,1
48340,Sanctum,30000000,108609310,108,2,2011,3,2,1,159047763,2,0,0,2,0,0,0,0,0,2,1,78609310,1
14846,Little Black Book,35000000,22034832,111,8,2004,4,1,0,0,1,0,0,0,0,0,2,0,0,3,1,-12965168,0
9920,Ultraviolet,30000000,31070211,87,3,2006,4,1,4,153163868,2,0,0,2,0,0,2,1,-14640355,3,2,1070211,1
76640,The Last Stand,30000000,48330757,107,1,2013,5,2,19,2228647372,2,10,473025229,2,0,0,0,1,32226657,3,1,18330757,1
146238,Runner Runner,30000000,62616646,91,9,2013,1,2,13,940346399,2,1,47162162,2,0,0,2,1,45412898,3,1,32616646,1
9989,Antitrust,30000000,18195610,108,1,2001,4,2,1,3757163,2,2,17824377,0,0,0,2,1,52000000,3,1,-11804390,0
17186,Supercross,30000000,3252550,80,8,2005,1,2,0,0,2,0,0,2,0,0,2,1,-19437854,4,1,-26747450,0
13967,Miss Potter,30000000,35078241,92,12,2006,6,2,8,1351810242,2,5,98572231,0,0,0,2,1,224134910,3,1,5078241,1
254470,Pitch Perfect 2,29000000,287506194,115,5,2015,3,1,3,96458037,1,1,98350426,1,0,0,1,0,0,2,1,258506194,1
323676,The Boss,29000000,78636257,91,4,2016,3,1,1,80525432,2,6,599307378,0,0,0,2,1,80525432,1,1,49636257,1
24071,Mumford,28700000,4559569,112,9,1999,4,2,0,0,2,0,0,2,0,0,2,2,-30748000,3,1,-24140431,0
315664,Florence Foster Jenkins,29000000,48902953,110,5,2016,4,1,15,1914451037,2,2,7821474,0,0,0,0,9,199641308,2,1,19902953,1
9428,The Royal Tenenbaums,21000000,71441250,110,10,2001,4,2,4,172637463,2,8,625763361,2,0,0,2,2,1656122,2,2,50441250,1
2832,Identity,30000000,90259536,90,4,2003,4,2,7,51474444,1,7,512612165,2,0,0,2,3,57671155,2,1,60259536,1
13495,Alatriste,24000000,23321954,145,9,2006,4,2,3,35898981,2,0,0,0,0,0,0,0,0,1,1,-678046,0
5125,Rendition,27500000,24748670,120,9,2007,4,2,0,0,2,7,433947959,0,0,0,2,1,6879971,2,2,-2751330,0
63574,Joyful Noise,27500000,31157914,117,1,2012,4,1,3,14618976,2,0,0,2,0,0,2,1,-14789012,2,1,3657914,1
28355,Case 39,27000000,29000000,109,8,2009,3,1,4,271875998,2,9,422171817,2,0,0,2,0,0,3,1,2000000,1
56288,Spy Kids: All the Time in the World,27000000,85564310,89,8,2011,3,1,4,372176003,0,11,512951905,0,4,79370551,0,13,571699494,3,1,58564310,1
8944,What Just Happened,25000000,6673422,104,10,2008,4,2,22,2574171879,2,9,948042142,2,0,0,2,12,780552039,2,3,-18326578,0
41488,The Statement,27000000,1545064,120,12,2003,4,2,5,46795015,2,2,98260571,2,0,0,2,3,70617977,2,5,-25454936,0
2055,Open Range,22000000,68296293,139,8,2003,4,2,12,941011552,2,3,224795264,2,0,0,2,2,339835082,1,1,46296293,1
1551,Flatliners,26000000,61489265,115,8,1990,3,2,0,0,2,0,0,2,0,0,2,1,23722567,4,3,35489265,1
22894,Legion,26000000,67918658,100,1,2010,3,2,0,0,2,0,0,2,0,0,0,0,0,1,1,41918658,1
15028,Clockstoppers,26000000,38793283,94,3,2002,6,2,1,-982873,1,9,354132713,2,0,0,2,2,152000000,4,2,12793283,1
7445,Brothers,26000000,43318349,104,1,2009,1,2,4,1861981614,2,4,132702157,1,0,0,2,1,6442528,3,2,17318349,1
6466,Freddy vs. Jason,30000000,114908830,97,8,2003,4,2,5,170332827,2,1,12938065,2,0,0,0,2,-2879333,1,1,84908830,1
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78000000,88,3,1991,4,1,0,0,2,0,0,0,0,0,2,0,0,5,1,53000000,1
117,The Untouchables,25000000,76270454,119,6,1987,1,2,0,0,2,1,22592880,2,0,0,2,4,59085643,4,1,51270454,1
75174,The Grey,25000000,77278331,117,1,2012,3,2,9,1416093260,2,3,131987361,2,1,40103895,2,2,46237642,3,1,52278331,1
12620,The House Bunny,25000000,70442940,97,8,2008,4,1,2,229483298,2,5,154213099,1,1,37478166,2,1,-13052916,2,1,45442940,1
21724,Dance Flick,25000000,32092761,83,5,2009,4,1,0,0,2,2,113681596,2,0,0,2,0,0,3,1,7092761,1
278,The Shawshank Redemption,25000000,28341469,142,9,1994,4,2,1,-25061851,0,0,0,2,0,0,2,0,0,2,1,3341469,1
10431,War,25000000,40452643,103,8,2007,4,2,6,312929710,2,0,0,2,0,0,2,0,0,3,4,15452643,1
9352,EuroTrip,25000000,20796847,93,2,2004,4,2,0,0,0,0,0,2,0,0,2,0,0,1,5,-4203153,0
17170,"Bright Lights, Big City",25000000,16118077,107,4,1988,4,2,1,362109762,2,2,253699205,2,0,0,2,0,0,1,1,-8881923,0
15487,The Greatest Game Ever Played,25000000,15431177,120,9,2005,4,2,1,-160855,2,0,0,2,0,0,2,1,2110448,2,1,-9568823,0
43931,My Soul to Take,25000000,19829957,107,10,2010,4,2,0,0,2,2,72345348,2,1,84908830,2,8,479025638,4,1,-5170043,0
276907,Legend,25000000,42972994,131,9,2015,2,2,4,182270497,2,34,2239166374,2,3,109353196,2,4,155694613,2,1,17972994,1
8988,Stop-Loss,25000000,11207130,113,3,2008,4,2,3,-32146978,0,0,0,0,0,0,0,1,9540607,2,1,-13792870,0
17707,Brokedown Palace,25000000,13000000,100,8,1999,4,1,0,0,2,1,-9937594,2,0,0,2,0,0,2,2,-12000000,0
21338,Stone Cold,25000000,9286314,92,5,1991,4,2,0,0,0,1,7232628,2,0,0,2,1,13256975,3,1,-15713686,0
11699,The Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,122,9,2009,4,2,18,1148188764,2,4,-31150100,2,0,0,2,1,-2822857,2,2,-14410898,0
48034,Little White Lies,25000000,48531470,154,10,2010,2,0,0,0,2,0,0,2,0,0,2,0,0,2,1,23531470,1
109091,The Counselor,25000000,71009334,117,10,2013,4,2,2,6008464,2,7,453414785,0,1,-26879733,2,13,1203354945,3,1,46009334,1
242166,Red Sky,25000000,91116,100,3,2014,2,2,0,0,2,0,0,0,0,0,2,1,-2270616,2,1,-24908884,0
174751,Jane Got a Gun,25000000,1397284,98,1,2016,4,1,5,573136350,1,1,-6617054,2,0,0,2,4,36620327,3,1,-23602716,0
184098,Think Like a Man Too,24000000,70181428,105,6,2014,4,2,0,0,2,3,183084314,2,1,84070507,2,5,442860167,2,1,46181428,1
177,The Fisher King,24000000,41895491,137,9,1991,0,2,0,0,1,4,112744977,2,0,0,2,3,36926675,2,1,17895491,1
10358,Zack and Miri Make a Porno,24000000,42105111,102,9,2008,3,2,2,263701361,2,5,67199081,2,2,16775451,2,7,66445772,1,1,18105111,1
20697,Ready to Rumble,24000000,12372410,107,4,2000,4,2,4,428787149,2,2,158403732,2,0,0,2,1,38294169,3,1,-11627590,0
20761,Play It to the Bone,24000000,8434146,124,12,1999,5,2,3,75392867,0,0,0,2,0,0,2,1,8854588,2,2,-15565854,0
43593,Piranha 3D,24000000,83188165,88,8,2010,4,1,1,-20982604,2,2,40623240,2,1,14706120,2,3,95645414,2,1,59188165,1
40688,Meet the Deedles,24000000,4562146,93,3,1998,4,2,0,0,2,0,0,0,0,0,2,0,0,3,1,-19437854,0
41283,Faster,24000000,23081726,98,11,2010,1,2,9,310446773,2,2,133176672,2,0,0,2,2,52807298,4,1,-918274,0
19908,Zombieland,23600000,102391382,88,10,2009,2,2,1,7664377,2,3,71889503,0,0,0,2,0,0,2,1,78791382,1
37137,The Naked Gun 2½: The Smell of Fear,23000000,86930411,85,6,1991,4,2,0,0,2,2,107629890,2,0,0,2,0,0,2,1,63930411,1
152601,Her,23000000,47351251,126,12,2013,2,2,7,173924067,2,4,355116832,2,1,97224271,2,3,23751562,3,1,24351251,1
10866,Joy Ride,23000000,36642838,97,10,2001,4,2,1,243649,2,2,247722565,2,0,0,2,1,10921898,3,1,13642838,1
227707,The Adventurer: The Curse of the Midas Box,25000000,6399,99,12,2013,3,2,0,0,2,0,0,0,0,0,2,0,0,3,1,-24993601,0
70435,Haywire,23000000,33372606,93,11,2011,6,1,0,0,2,0,0,0,0,0,2,12,1332439176,2,2,10372606,1
256917,The Water Diviner,22500000,15520023,112,12,2014,3,2,12,1091550661,2,2,-15480702,2,0,0,2,0,0,2,4,-6979977,0
2176,The Glass House,30000000,23619609,106,9,2001,4,1,1,-4154873,2,6,362126175,2,0,0,2,0,0,2,2,-6380391,0
270487,"Hail, Caesar!",22000000,63647656,106,2,2016,4,2,4,15422179,0,8,661033245,0,4,203033569,0,10,688291647,3,1,41647656,1
19366,Josie and the Pussycats,22000000,14252830,98,4,2001,4,1,0,0,2,0,0,1,1,15605015,1,1,15605015,2,1,-7747170,0
17709,Dudley Do-Right,22000000,9818792,77,8,1999,4,2,2,124726277,2,5,584517400,2,0,0,2,3,237361916,3,1,-12181208,0
11661,Joyeux Noël,22000000,17709155,116,11,2005,2,1,0,0,2,1,2733256,2,0,0,2,0,0,5,4,-4290845,0
9473,"South Park: Bigger, Longer & Uncut",21000000,52037603,81,6,1999,2,2,1,-372713,2,1,-372713,2,1,-372713,2,1,-372713,3,1,31037603,1
1499,Teenage Mutant Ninja Turtles III,21000000,42000000,96,3,1993,2,1,1,53000000,0,0,0,2,0,0,2,0,0,6,1,21000000,1
7341,The Rage: Carrie 2,21000000,17762705,104,3,1999,3,1,0,0,2,1,11000000,2,1,-12436272,1,0,0,3,1,-3237295,0
19255,Away We Go,17000000,14899417,98,6,2009,4,2,0,0,2,0,0,2,0,0,2,4,507413770,3,1,-2100583,0
10187,Swing Vote,21000000,17600000,120,8,2008,4,2,13,987307845,2,6,724019420,2,0,0,2,0,0,2,1,-3400000,0
31005,Moonlight Mile,21000000,10011050,117,9,2002,0,2,2,-12727168,2,4,546145286,0,0,0,0,2,381613308,2,2,-10988950,0
44857,Molly,21000000,17396,102,10,1999,4,1,0,0,0,1,-17770689,2,0,0,2,0,0,3,1,-20982604,0
16363,The Best Little Whorehouse in Texas,35000000,69701637,114,7,1982,4,2,0,0,0,0,0,2,0,0,2,0,0,1,1,34701637,1
840,Close Encounters of the Third Kind,20000000,303788635,135,11,1977,2,2,1,139223000,2,0,0,2,0,0,2,1,463654000,2,4,283788635,1
10678,Bringing Down the House,20000000,132675402,105,3,2003,4,2,5,11366058,2,0,0,2,1,30227069,2,2,89955598,1,2,112675402,1
16290,Jackass 3D,20000000,117224271,94,10,2010,4,2,3,181864700,2,2,121061024,2,0,0,2,2,121061024,3,2,97224271,1
226486,Tammy,20000000,100525432,97,7,2014,2,1,0,0,2,3,254184356,1,0,0,2,0,0,1,1,80525432,1
273895,Selma,20000000,66787908,127,12,2014,3,2,1,36806,1,1,15226144,0,0,0,1,1,36806,2,1,46787908,1
9963,Premonition,20000000,84146832,96,2,2007,3,1,12,514232509,2,0,0,2,0,0,0,0,0,3,1,64146832,1
272878,Max,20000000,43967255,111,6,2015,4,2,1,-5986278,1,7,2456563856,2,1,-2716629,2,2,117052869,3,1,23967255,1
9760,Epic Movie,20000000,86865564,86,1,2007,3,2,2,9255071,2,5,194913177,2,0,0,2,1,28548426,3,1,66865564,1
314365,Spotlight,20000000,88346473,128,11,2015,4,2,1,55464861,2,13,384333930,0,0,0,0,1,8179814,3,1,68346473,1
33644,How Stella Got Her Groove Back,20000000,37672350,124,8,1998,4,1,1,24100956,1,0,0,0,0,0,2,0,0,3,1,17672350,1
40264,Vampires Suck,20000000,80547866,82,8,2010,2,2,0,0,2,2,43756115,2,1,66865564,2,4,139170105,2,2,60547866,1
10139,Milk,20000000,54586584,128,11,2008,2,2,7,267163185,2,5,897169962,2,0,0,2,5,251888748,2,1,34586584,1
55465,A Very Harold & Kumar Christmas,19000000,35387212,108,11,2011,4,2,0,0,2,1,14936908,2,0,0,2,0,0,1,1,16387212,1
617,Wild Things,20000000,67200000,108,3,1998,4,2,2,19051127,2,0,0,0,0,0,2,0,0,3,1,47200000,1
