movie_id,title,language_count
11042,The Barbarian Invasions,2
185465,Manito,2
13827,"Surfer, Dude",2
184374,Cinco de Mayo: La Batalla,2
13768,Tuck Everlasting,2
868,Tsotsi,2
13700,Home on the Range,2
273481,Sicario,2
208763,Forbidden Kingdom,2
820,JFK,2
13569,Thr3e,2
497,The Green Mile,2
206563,Trash,2
811,Silent Running,2
841,Dune,2
480,Monsoon Wedding,2
11156,Coco Before Chanel,2
848,Dragonslayer,2
268920,Hot Pursuit,2
11165,Tora! Tora! Tora!,2
203833,The Book Thief,2
202604,The Vatican Exorcisms,2
854,The Mask,2
855,Black Hawk Down,2
13673,Christmas with the Kranks,2
462,Erin Brockovich,2
455,Bend It Like Beckham,2
198185,Million Dollar Arm,2
13685,Bottle Rocket,2
273248,The Hateful Eight,2
11093,House of Sand and Fog,2
12535,High Anxiety,2
184341,Hands of Stone,2
280092,Insidious: Chapter 3,2
395,AVP: Alien vs. Predator,2
1246,Rocky Balboa,2
392,Chocolat,2
287625,Stories of Our Lives,2
1251,Letters from Iwo Jima,2
287903,Krampus,2
391,A Fistful of Dollars,2
1259,Notes on a Scandal,2
164558,One Direction: This Is Us,2
13982,8 Heads in a Duffel Bag,2
388,Inside Man,2
380,Rain Man,2
1266,Street Kings,2
787,Mr. & Mrs. Smith,2
11495,Firestarter,2
350,The Devil Wears Prada,2
13994,Romance & Cigarettes,2
159824,Hotel Transylvania 2,2
290864,Kung Fu Killer,2
348,Alien,2
11499,Frost/Nixon,2
14024,Raise Your Voice,2
1369,Rambo: First Blood Part II,2
1370,Rambo III,2
13501,The Good Night,2
286217,The Martian,2
280391,Why I Did (Not) Eat My Father,2
168705,BloodRayne,2
507,Killing Zoe,2
951,Kindergarten Cop,2
281730,Fugly,2
281957,The Revenant,2
13889,Madadayo,2
11460,Red Eye,2
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
795,City of Angels,2
176124,Home Run,2
1018,Mulholland Drive,2
792,Platoon,2
1051,The French Connection,2
13922,The Great Raid,2
509,Notting Hill,2
11011,Ri¢hie Ri¢h,2
1091,The Thing,2
266396,The Gunman,2
285783,The Walk,2
172385,Rio 2,2
171759,The Lost Medallion: The Adventures of Billy Stone,2
13950,All About the Benjamins,2
285923,Grindhouse,2
1213,The Talented Mr. Ripley,2
319069,Censored Voices,2
1734,The Mummy Returns,2
10774,Network,2
358451,A Tale of Three Cities,2
86549,August,2
15173,Jonah: A VeggieTales Movie,2
2123,"Me, Myself & Irene",2
10658,Howard the Duck,2
85350,Boyhood,2
13187,A Charlie Brown Christmas,2
11699,The Bad Lieutenant: Port of Call - New Orleans,2
2148,The Cotton Club,2
80,Before Sunset,2
13184,Bangkok Dangerous,2
11954,Lifeforce,2
646,Dr. No,2
69,Walk the Line,2
75,Mars Attacks!,2
2176,The Glass House,2
11775,Intolerable Cruelty,2
361475,Departure,2
83770,On the Road,2
83686,The Words,2
642,Butch Cassidy and the Sundance Kid,2
13173,The Ten,2
640,Catch Me If You Can,2
2251,Unfaithful,2
2253,Valkyrie,2
95,Armageddon,2
660,Thunderball,2
10661,You Don't Mess with the Zohan,2
15122,Love Stinks,2
2043,Along Came a Spider,2
10685,The Watcher,2
111,Scarface,2
343795,90 Minutes in Heaven,2
205,Hotel Rwanda,2
10683,Happiness,2
107,Snatch,2
15017,Blonde Ambition,2
15028,Clockstoppers,2
88036,Sparkle,2
106,Predator,2
10678,Bringing Down the House,2
15049,Bon Cop Bad Cop,2
11973,Thirteen Days,2
2084,Birthday Girl,2
2085,Romeo Must Die,2
103,Taxi Driver,2
10674,Mulan,2
255343,Escobar: Paradise Lost,2
86838,Seven Psychopaths,2
244114,Firestorm,2
347764,Goddess of Love,2
13056,Punisher: War Zone,2
70,Million Dollar Baby,2
364083,Mi America,2
340816,Christmas Eve,2
2604,Born on the Fourth of July,2
385636,Juliet and Alfa Romeo,2
11876,The Horseman on the Roof,2
79587,Four Single Fathers,2
389425,Code of Honor,2
2539,Spanglish,2
606,Out of Africa,2
11873,The Color of Money,2
2575,The Tailor of Panama,2
605,The Matrix Revolutions,2
13090,Sunshine Cleaning,2
407887,Operation Chromite,2
2610,Shopgirl,2
66,Absolute Power,2
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",2
77987,Only God Forgives,2
2619,Splash,2
11827,Heavy Metal,2
2621,Return to Me,2
15875,Donovan's Reef,2
77949,The Awakening,2
417859,Puss in Boots,2
77948,The Cold Light of Day,2
77934,The Christmas Bunny,2
11858,Renaissance Man,2
385383,Fight Valley,2
607,Men in Black,2
2447,The Nativity Story,2
11336,The Dead Zone,2
254024,The Face of an Angel,2
62,2001: A Space Odyssey,2
628,Interview with the Vampire,2
11321,Seven Pounds,2
10603,George of the Jungle,2
10592,Hart's War,2
15644,Paparazzi,2
15648,The Perfect Man,2
81836,To Rome with Love,2
81390,A Lonely Place to Die,2
373314,Misconduct,2
81188,Rise of the Guardians,2
13154,Showdown in Little Tokyo,2
375290,Airlift,2
616,The Last Samurai,2
80585,Rock of Ages,2
615,The Passion of the Christ,2
9656,Black Christmas,2
80304,Casa De Mi Padre,2
2395,Asterix at the Olympic Games,2
251321,Aloft,2
376659,Bad Moms,2
11324,Shutter Island,2
10691,Crazy/Beautiful,2
586,Wag the Dog,2
10705,Henry V,2
327833,Skin Trade,2
1883,Malcolm X,2
10744,The Cooler,2
325789,The Infiltrator,2
11631,Mamma Mia!,2
14582,Passchendaele,2
681,Diamonds Are Forever,2
1900,Traffic,2
106747,Machete Kills,2
106646,The Wolf of Wall Street,2
1901,In Good Company,2
241239,A Most Violent Year,2
109424,Captain Phillips,2
14624,The Ultimate Gift,2
1904,Memoirs of a Geisha,2
14629,Woman on Top,2
1911,The 13th Warrior,2
1913,The Sea Inside,2
170,28 Days Later,2
12113,Body of Lies,2
168,Star Trek IV: The Voyage Home,2
1927,Hulk,2
10733,The Alamo,2
109421,Side Effects,2
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2
1933,The Others,2
11615,The Life of David Gale,2
203,Mean Streets,2
703,Annie Hall,2
10771,The Tuxedo,2
11600,Redacted,2
235260,Son of God,2
1809,The Rules of Attraction,2
698,Moonraker,2
1817,Phone Booth,2
194,Amélie,2
112949,Safe Haven,2
1831,The Next Best Thing,2
12133,Step Brothers,2
14536,New in Town,2
14544,Roll Bounce,2
549,Basquiat,2
11232,Kate & Leopold,2
11237,Anacondas: The Hunt for the Blood Orchid,2
1858,Transformers,2
1865,Pirates of the Caribbean: On Stranger Tides,2
12142,Alone in the Dark,2
180,Minority Report,2
559,Spider-Man 3,2
11257,A Room with a View,2
492,Being John Malkovich,2
161,Ocean's Eleven,2
11667,Street Fighter,2
241766,Lords of London,2
14834,Not Easily Broken,2
1969,Bandidas,2
1970,The Grudge,2
11371,The Score,2
97367,The Place Beyond the Pines,2
96724,Anna Karenina,2
96399,For Greater Glory - The True Story of Cristiada,2
11370,The Musketeer,2
11665,Get Smart,2
94348,Alex Cross,2
1996,Lara Croft Tomb Raider: The Cradle of Life,2
12100,Windtalkers,2
11363,She's the One,2
2001,We Own the Night,2
11678,Vertical Limit,2
11282,Harold & Kumar Go to White Castle,2
91586,Insidious Chapter 2,2
14854,Lone Wolf McQuade,2
584,2 Fast 2 Furious,2
14869,G.I. Joe: The Rise of Cobra,2
10707,The Squid and the Whale,2
668,On Her Majesty's Secret Service,2
242575,"Guten Tag, Ramón",2
97630,Zero Dark Thirty,2
256924,Danny Collins,2
157,Star Trek III: The Search for Spock,2
98568,Enter Nowhere,2
155,The Dark Knight,2
674,Harry Potter and the Goblet of Fire,2
153,Lost in Translation,2
1947,An Unfinished Life,2
98549,The Legend of Hell's Gate: An American Conspiracy,2
14729,The Long Riders,2
14736,Love & Basketball,2
10724,Firefox,2
14745,The Haunting of Molly Hartley,2
11374,Edtv,1
11400,The New World,1
9913,The Skeleton Key,1
9906,The Ant Bully,1
9930,Legal Eagles,1
9918,Glory Road,1
9919,How to Lose a Guy in 10 Days,1
11377,House on Haunted Hill,1
11375,Hollywood Homicide,1
9903,The Hoax,1
11359,The Indian in the Cupboard,1
11398,The Art of War,1
11426,From Here to Eternity,1
11353,Bowfinger,1
11386,The Crying Game,1
9907,Barnyard,1
11354,The Upside of Anger,1
11382,Bullets Over Broadway,1
11439,The Ghost Writer,1
11412,The Long Kiss Goodnight,1
9902,Wrong Turn,1
11395,The Santa Clause,1
11442,Halloween: Resurrection,1
11362,The Count of Monte Cristo,1
9899,The Producers,1
11404,Driving Lessons,1
9896,Rat Race,1
11361,Halloween 5: The Revenge of Michael Myers,1
11357,Halloween 4: The Return of Michael Myers,1
11397,Not Another Teen Movie,1
11358,Walking Tall,1
10560,Center Stage,1
9895,Man of the Year,1
9731,Friday the 13th: A New Beginning,1
9715,Hope Floats,1
9716,Everyone Says I Love You,1
11687,The Visitors,1
9718,Talladega Nights: The Ballad of Ricky Bobby,1
9725,Friday the 13th Part 2,1
11679,xXx: State of the Union,1
9728,Friday the 13th Part III,1
11676,Nothing to Lose,1
9729,Where the Truth Lies,1
11658,Tae Guik Gi: The Brotherhood of War,1
11648,Must Love Dogs,1
11644,Blow Out,1
9737,Bad Boys,1
11446,Welcome to the Dollhouse,1
11637,Are We There Yet?,1
11635,Old School,1
9741,Unbreakable,1
9754,Firewall,1
9759,Cellular,1
9760,Epic Movie,1
9762,Step Up,1
9766,Gridiron Gang,1
9767,The Break-Up,1
11620,Quo Vadis,1
9770,Mad City,1
11619,Flushed Away,1
11688,The Emperor's New Groove,1
9713,Holy Man,1
11690,Bloodsport,1
9709,My Summer of Love,1
11826,Sexy Beast,1
9665,Glory,1
9667,The Jacket,1
9671,Crocodile Dundee,1
11823,Wimbledon,1
9675,Sideways,1
11820,Mona Lisa Smile,1
9676,The Black Dahlia,1
11812,The Sweetest Thing,1
9679,Gone in Sixty Seconds,1
11804,White Noise,1
9683,Bubble Boy,1
9685,Igby Goes Down,1
9686,New York Stories,1
11802,Space Chimps,1
11798,This Is England,1
11780,Rob Roy,1
9693,Children of Men,1
9697,Lady in the Water,1
9700,The Lost City,1
9701,North Country,1
9702,Bound by Honor,1
9703,The Last Legion,1
11697,The Man Who Shot Liberty Valance,1
11692,The Adventures of Pluto Nash,1
11618,The Haunting,1
11601,Stir of Echoes,1
9776,Head of State,1
11529,Sweet Home Alabama,1
11517,Money Train,1
9824,Mystery Men,1
9825,Lake Placid,1
9826,The Phantom,1
11509,Silverado,1
11507,Body Double,1
9836,Happy Feet,1
11478,The Skulls,1
9842,School for Scoundrels,1
11470,Jason X,1
9869,Patriot Games,1
11469,Black Knight,1
11468,Salton Sea,1
11467,America's Sweethearts,1
11459,Sky High,1
9879,Striptease,1
9880,The Princess Diaries,1
11458,People I Know,1
11457,Life as a House,1
9889,Shallow Hal,1
11456,Domestic Disturbance,1
9890,The Stepford Wives,1
11452,National Lampoon’s Van Wilder,1
9894,The Cable Guy,1
11451,Herbie Fully Loaded,1
9823,Mortal Kombat: Annihilation,1
9821,The Mighty,1
9778,Serendipity,1
11531,Book of Shadows: Blair Witch 2,1
11598,The Kentucky Fried Movie,1
11596,New Nightmare,1
9781,Detroit Rock City,1
9782,The Night Listener,1
11592,Serial Mom,1
9783,Sublime,1
11588,The I Inside,1
11583,The First Great Train Robbery,1
11577,Pat Garrett & Billy the Kid,1
9792,The Hills Have Eyes,1
11576,"It's a Mad, Mad, Mad, Mad World",1
11565,Big Momma's House 2,1
11564,Class of 1984,1
9798,Enemy of the State,1
9799,The Fast and the Furious,1
11561,Sleeper,1
9800,Philadelphia,1
9802,The Rock,1
11546,Police Academy: Mission to Moscow,1
9932,Analyze That,1
11544,Lilo & Stitch,1
11543,Kingpin,1
9813,The Quiet,1
11536,The Misfits,1
9816,Save the Last Dance,1
11351,Jeepers Creepers 2,1
11109,Vera Drake,1
9942,Major League,1
10762,Without a Paddle,1
10331,Night of the Living Dead,1
10739,Anything Else,1
10327,"Legally Blonde 2: Red, White & Blonde",1
10740,Birth,1
10320,The Ring Two,1
10743,Confidence,1
10748,St. Trinian's,1
10317,Our Brand Is Crisis,1
10316,The Ides of March,1
10315,Fantastic Mr. Fox,1
10314,She's All That,1
10756,The Haunted Mansion,1
10313,The Men Who Stare at Goats,1
10758,Waitress,1
10312,Patch Adams,1
10333,The Prince of Tides,1
10336,Spawn,1
10735,What a Girl Wants,1
10719,Elf,1
10384,Supernova,1
10377,My Cousin Vinny,1
10375,D-Tox,1
10366,Universal Soldier: The Return,1
10715,Looney Tunes: Back in Action,1
10718,Torque,1
10362,Two Lovers,1
10339,Moby Dick,1
10358,Zack and Miri Make a Porno,1
10727,Darkness Falls,1
10731,The Client,1
10353,The Visitors II: The Corridors of Time,1
10350,Wing Commander,1
10734,Escape from Alcatraz,1
10760,Sydney White,1
10306,Poltergeist III,1
11342,Warlock,1
10288,Fido,1
10218,Swingers,1
10800,Dragon Hunters,1
10802,Showgirls,1
10803,Logan's Run,1
10215,Sliding Doors,1
10214,Son of the Mask,1
10806,In & Out,1
10208,Muppets from Space,1
10808,Dr. Dolittle 2,1
10207,Message in a Bottle,1
10822,Savage Grace,1
10202,Bedtime Stories,1
10844,Out of the Blue,1
10199,The Tale of Despereaux,1
10858,Nixon,1
10796,The One,1
10786,Robin and Marian,1
10783,Lucky Numbers,1
10776,Little Shop of Horrors,1
10285,Jason Goes to Hell: The Final Friday,1
10765,Private Benjamin,1
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1
10281,Friday the 13th Part VII: The New Blood,1
10280,Thinner,1
10773,Mrs Henderson Presents,1
10269,Yentl,1
10223,A Simple Plan,1
10781,The Texas Chainsaw Massacre: The Beginning,1
10246,Porky's,1
10238,Cries and Whispers,1
10229,A Walk to Remember,1
10782,Basic,1
10225,Friday the 13th Part VI: Jason Lives,1
10712,Far from Heaven,1
10385,Hanging Up,1
10710,Envy,1
10386,The Iron Giant,1
10490,Drop Dead Gorgeous,1
10588,The Cat in the Hat,1
10488,Nim's Island,1
10483,Death Race,1
10481,102 Dalmatians,1
10589,After the Sunset,1
10591,The Girl Next Door,1
10610,The Medallion,1
10611,Barbershop,1
10478,Tin Cup,1
10615,Pootie Tang,1
10628,Kangaroo Jack,1
10629,Veronica Guerin,1
10476,Hustle & Flow,1
10632,The Hunted,1
10496,Bats,1
10586,The Ghost and the Darkness,1
10501,The Road to El Dorado,1
10567,Dinosaur,1
10559,Frequency,1
10555,Shark Tale,1
10549,Hamlet,1
10537,The Doors,1
10535,Spy Hard,1
10564,Where the Heart Is,1
10533,The Scarlet Letter,1
10514,The Andromeda Strain,1
10530,Pocahontas,1
10569,Small Time Crooks,1
10571,Boys and Girls,1
10577,Dracula 2000,1
10585,Child's Play,1
10521,Bride Wars,1
10634,Friday,1
10637,Remember the Titans,1
10471,Next Friday,1
10684,Courage Under Fire,1
10673,Wall Street,1
10402,Deuce Bigalow: Male Gigolo,1
10676,Halloween III: Season of the Witch,1
10681,WALL·E,1
10400,The Hurricane,1
10398,Double Jeopardy,1
10397,Angela's Ashes,1
10663,The Waterboy,1
10696,Glitter,1
10395,Wolf,1
10393,The Replacements,1
10391,Bless the Child,1
10390,For Love of the Game,1
10708,Daddy Day Care,1
10664,[REC]²,1
10413,Nowhere to Run,1
10468,28 Days,1
10439,Hocus Pocus,1
10641,Autumn in New York,1
10642,Loser,1
10461,Get Carter,1
10643,Godzilla 2000,1
10448,Rapa Nui,1
10445,Shadowlands,1
10646,Tomcats,1
10414,The Mighty Ducks,1
10647,Pay It Forward,1
10437,The Muppet Christmas Carol,1
10655,Gettysburg,1
10656,Subway,1
10425,The Death and Life of Bobby Z,1
10416,What Planet Are You From?,1
10861,Maximum Risk,1
10196,The Last Airbender,1
10866,Joy Ride,1
11086,The Majestic,1
11172,Music and Lyrics,1
10040,Miss Congeniality 2: Armed and Fabulous,1
10034,High Heels and Low Lifes,1
11176,The Muppet Movie,1
10030,Good Luck Chuck,1
10029,Very Bad Things,1
11184,Kinsey,1
10028,Honey,1
10025,Just My Luck,1
11190,The Return,1
10017,The Wraith,1
10016,Ghosts of Mars,1
11194,Touching the Void,1
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1
10013,Peggy Sue Got Married,1
11170,We Are Marshall,1
10045,District B13,1
11162,The Merchant of Venice,1
11113,My Fair Lady,1
10065,The Amityville Horror,1
10061,Escape from L.A.,1
11091,Riding in Cars with Boys,1
10060,Get Rich or Die Tryin',1
11096,Hide and Seek,1
10563,Three to Tango,1
11128,Ladder 49,1
11153,National Lampoon's Vacation,1
11129,Human Traffic,1
10053,When a Stranger Calls,1
11130,The Princess Diaries 2: Royal Engagement,1
11132,Confessions of a Teenage Drama Queen,1
10050,Get Over It,1
11141,Laws of Attraction,1
11199,Wild Hogs,1
11202,Patton,1
11208,Wicker Park,1
11298,The Howling,1
9962,The Good Girl,1
11283,Nanny McPhee,1
11284,Freddy's Dead: The Final Nightmare,1
9954,The Covenant,1
9952,Rescue Dawn,1
11287,A League of Their Own,1
11302,Bananas,1
11258,Hard Rain,1
11306,Extreme Measures,1
11308,The Hotel New Hampshire,1
11313,Hearts in Atlantis,1
11322,Public Enemies,1
11323,The Informant!,1
9944,The Pelican Brief,1
11260,Meet Dave,1
9963,Premonition,1
11217,Club Dread,1
9989,Antitrust,1
11219,The Trouble with Harry,1
10012,Cursed,1
10008,An American Haunting,1
11228,Daylight,1
9992,Arthur and the Invisibles,1
11229,Freeway,1
11240,My Beautiful Laundrette,1
9969,Deck the Halls,1
9986,Charlotte's Web,1
9982,Chicken Little,1
11249,Seed of Chucky,1
9978,Stormbreaker,1
11253,Hellboy II: The Golden Army,1
9975,Curious George,1
11090,The Animal,1
10067,The Shaggy Dog,1
10871,Switchback,1
10068,Nine 1/2 Weeks,1
10179,The Ice Pirates,1
10167,Half Past Dead,1
10163,The Lawnmower Man,1
10947,High School Musical,1
10950,I Am Sam,1
10160,A Nightmare on Elm Street 5: The Dream Child,1
10955,Ripley's Game,1
10956,Joe Dirt,1
10970,Silent Movie,1
10154,Mickey Blue Eyes,1
10153,Sphere,1
10972,Session 9,1
10981,Nothing,1
10982,Hoodwinked!,1
10152,Dumb and Dumberer: When Harry Met Lloyd,1
10944,In the Cut,1
10930,The Flower of Evil,1
10184,He's Just Not That Into You,1
10189,Pineapple Express,1
10876,Quills,1
10195,Thor,1
10877,Exit Wounds,1
10192,Shrek Forever After,1
10191,How to Train Your Dragon,1
10894,May,1
10188,The Sisterhood of the Traveling Pants 2,1
10929,Willard,1
10187,Swing Vote,1
10895,Pinocchio,1
10913,Dear Wendy,1
10914,All Hat,1
10923,Agent Cody Banks,1
10925,The Return of the Living Dead,1
10984,Valentine,1
10987,Halloween: The Curse of Michael Myers,1
10147,Bad Santa,1
11033,Dressed to Kill,1
10074,Hot Rod,1
10073,Date Movie,1
11026,Exorcist: The Beginning,1
11027,The Postman Always Rings Twice,1
10072,A Nightmare on Elm Street 3: Dream Warriors,1
10071,The Brothers Solomon,1
11036,The Notebook,1
11024,Scooby-Doo 2: Monsters Unleashed,1
11051,The Last Temptation of Christ,1
11056,Darkness,1
10070,Feast,1
11058,Godsend,1
11062,City Hall,1
10069,Stay Alive,1
11025,New York Minute,1
11015,The Relic,1
10991,Pokémon: Spell of the Unknown,1
10999,Commando,1
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1
10139,Milk,1
10994,White Oleander,1
10137,Stuart Little,1
10996,Stuart Little 2,1
10998,Fatal Attraction,1
10133,Cypher,1
11013,Secretary,1
10132,Talk Radio,1
10131,A Nightmare on Elm Street 4: The Dream Master,1
11001,Blue Streak,1
11004,Wonder Boys,1
10115,Stick It,1
11007,Cheaper by the Dozen,1
9659,Mad Max,1
433715,8 Days,1
9655,She's the Man,1
1494,Curse of the Golden Flower,1
1577,Resident Evil: Apocalypse,1
1576,Resident Evil,1
1562,28 Weeks Later,1
1548,Ghost World,1
1547,The Lost Boys,1
1546,Thumbsucker,1
1544,Imagine Me & You,1
1542,Office Space,1
1537,Changing Lanes,1
1499,Teenage Mutant Ninja Turtles III,1
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1
1491,The Illusionist,1
1579,Apocalypto,1
1443,The Virgin Suicides,1
1440,Little Children,1
1435,Tarnation,1
1430,Bowling for Columbine,1
1429,25th Hour,1
1427,Perfume: The Story of a Murderer,1
1424,November,1
1417,Pan's Labyrinth,1
1415,Party Monster,1
1412,"Sex, Lies, and Videotape",1
1391,Y Tu Mamá También,1
1578,Raging Bull,1
1581,The Holiday,1
2666,Dark City,1
1645,A Time to Kill,1
1725,West Side Story,1
1717,All the King's Men,1
1705,Battle for the Planet of the Apes,1
1701,Con Air,1
1690,Hostel,1
1688,Conquest of the Planet of the Apes,1
1687,Escape from the Planet of the Apes,1
1685,Beneath the Planet of the Apes,1
1677,Ray,1
1651,Mississippi Mermaid,1
1649,Bill & Ted's Bogus Journey,1
1637,Speed,1
1584,School of Rock,1
1635,The Island,1
1624,Liar Liar,1
1613,The 51st State,1
1599,I Heart Huckabees,1
1598,Cape Fear,1
1597,Meet the Parents,1
1590,Copying Beethoven,1
1588,Bring It On,1
1587,What's Eating Gilbert Grape,1
1586,Secret Window,1
1585,It's a Wonderful Life,1
1389,Out of Sight,1
1382,Me and You and Everyone We Know,1
1381,The Fountain,1
889,The Flintstones in Viva Rock Vegas,1
955,Mission: Impossible II,1
950,Ice Age: The Meltdown,1
948,Halloween,1
943,Lethal Weapon 3,1
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1
928,Gremlins 2: The New Batch,1
926,Galaxy Quest,1
925,Do the Right Thing,1
921,Cinderella Man,1
913,The Thomas Crown Affair,1
905,Pandora's Box,1
888,The Flintstones,1
1378,Shortbus,1
887,The Best Years of Our Lives,1
881,A Few Good Men,1
879,Hook,1
873,The Color Purple,1
872,Singin' in the Rain,1
869,Planet of the Apes,1
866,Finding Neverland,1
865,The Running Man,1
863,Toy Story 2,1
862,Toy Story,1
861,Total Recall,1
957,Spaceballs,1
978,Seven Years in Tibet,1
979,Irreversible,1
985,Eraserhead,1
1368,First Blood,1
1366,Rocky,1
1365,Monster's Ball,1
1282,Dogtown and Z-Boys,1
1273,TMNT,1
1272,Sunshine,1
1271,300,1
1268,Mr. Bean's Holiday,1
1265,Bridge to Terabithia,1
1262,Stranger Than Fiction,1
1257,Because I Said So,1
1255,The Host,1
1250,Ghost Rider,1
1245,The Remains of the Day,1
1125,Dreamgirls,1
1124,The Prestige,1
1103,Escape from New York,1
1090,The Thirteenth Floor,1
1088,Whale Rider,1
1073,Arlington Road,1
1024,Heavenly Creatures,1
990,The Hustler,1
987,The Front Page,1
1770,Michael Collins,1
1779,Roger & Me,1
1781,An Inconvenient Truth,1
2162,Chill Factor,1
2287,Rize,1
2280,Big,1
2277,Bicentennial Man,1
2275,The General's Daughter,1
2270,Stardust,1
2255,Chasing Amy,1
2211,Aimee & Jaguar,1
2207,16 Blocks,1
2196,Death at a Funeral,1
2185,Big Trouble,1
2163,Breakdown,1
2157,Lost in Space,1
2080,X-Men Origins: Wolverine,1
2155,Reindeer Games,1
2142,Cop Land,1
2135,The Time Machine,1
2133,The Perfect Storm,1
2119,Days of Thunder,1
2118,L.A. Confidential,1
2116,Out of Time,1
2114,Final Fantasy: The Spirits Within,1
2112,Payback,1
2105,American Pie,1
2100,The Last Castle,1
2288,Closer,1
2289,Cold Mountain,1
2290,Jakob the Liar,1
2292,Clerks,1
2661,Batman,1
2655,What Lies Beneath,1
2652,Hard Candy,1
2642,Two Weeks Notice,1
2639,Deconstructing Harry,1
2637,The Mothman Prophecies,1
2636,The Specialist,1
2577,Code 46,1
2567,The Aviator,1
2493,The Princess Bride,1
2486,Eragon,1
2454,The Chronicles of Narnia: Prince Caspian,1
2453,Harley Davidson and the Marlboro Man,1
2428,The Greatest Story Ever Told,1
2355,Reign Over Me,1
2320,Executive Decision,1
2312,In the Name of the King: A Dungeon Siege Tale,1
2310,Beowulf,1
2309,Inkheart,1
2300,Space Jam,1
2295,Clerks II,1
2294,Jay and Silent Bob Strike Back,1
2293,Mallrats,1
2088,Romeo Is Bleeding,1
2074,Flirting with Disaster,1
1788,Footloose,1
1891,The Empire Strikes Back,1
1934,Shakespeare in Love,1
1931,Stomp the Yard,1
1930,The Amazing Spider-Man,1
1924,Superman,1
1921,Sweet November,1
1909,Don Juan DeMarco,1
1903,Vanilla Sky,1
1895,Star Wars: Episode III - Revenge of the Sith,1
1894,Star Wars: Episode II - Attack of the Clones,1
1893,Star Wars: Episode I - The Phantom Menace,1
1892,Return of the Jedi,1
1885,The Karate Kid,1
2067,Mission to Mars,1
1878,Fear and Loathing in Las Vegas,1
1874,Goodbye Bafana,1
1852,World Trade Center,1
1850,Man on the Moon,1
1844,Entrapment,1
1833,Rent,1
1832,Dogma,1
1824,50 First Dates,1
1819,"You, Me and Dupree",1
1808,Velvet Goldmine,1
1792,Stuck on You,1
1946,eXistenZ,1
1949,Zodiac,1
1950,Lucky You,1
1951,Manderlay,1
2062,Ratatouille,1
2056,The Station Agent,1
2055,Open Range,1
2054,Mr. Holland's Opus,1
2048,"I, Robot",1
2044,The Lake House,1
2026,Hostage,1
2024,The Patriot,1
2023,Hidalgo,1
2022,Mr. Deeds,1
2018,The Wedding Planner,1
2013,The Diving Bell and the Butterfly,1
2009,"4 Months, 3 Weeks and 2 Days",1
1999,In the Bedroom,1
1995,Lara Croft: Tomb Raider,1
1989,My Blueberry Nights,1
1966,Alexander,1
1961,My Name Is Bruce,1
1958,8 Women,1
1957,Enough,1
1956,Gerry,1
1955,The Elephant Man,1
1954,The Butterfly Effect,1
860,WarGames,1
859,Dangerous Liaisons,1
850,A Christmas Story,1
235,Stand by Me,1
285,Pirates of the Caribbean: At World's End,1
284,The Apartment,1
278,The Shawshank Redemption,1
277,Underworld,1
274,The Silence of the Lambs,1
261,Cat on a Hot Tin Roof,1
257,Oliver Twist,1
254,King Kong,1
251,Ghost,1
245,About a Boy,1
239,Some Like It Hot,1
227,The Outsiders,1
187,Sin City,1
226,Boys Don't Cry,1
219,Volver,1
218,The Terminator,1
215,Saw II,1
214,Saw III,1
207,Dead Poets Society,1
201,Star Trek: Nemesis,1
200,Star Trek: Insurrection,1
199,Star Trek: First Contact,1
196,Back to the Future Part III,1
193,Star Trek: Generations,1
288,High Noon,1
291,Riding Giants,1
296,Terminator 3: Rise of the Machines,1
297,Meet Joe Black,1
433,Mary Poppins,1
429,"The Good, the Bad and the Ugly",1
425,Ice Age,1
415,Batman & Robin,1
414,Batman Forever,1
408,Snow White and the Seven Dwarfs,1
404,The Straight Story,1
401,Garden State,1
400,Things to Do in Denver When You're Dead,1
398,Capote,1
389,12 Angry Men,1
377,A Nightmare on Elm Street,1
364,Batman Returns,1
346,Seven Samurai,1
345,Eyes Wide Shut,1
342,Summer Storm,1
338,"Good bye, Lenin!",1
335,Once Upon a Time in the West,1
330,The Lost World: Jurassic Park,1
322,Mystic River,1
320,Insomnia,1
310,Bruce Almighty,1
306,Beverly Hills Cop III,1
189,Sin City: A Dame to Kill For,1
186,Lucky Number Slevin,1
451,Leaving Las Vegas,1
59,A History of Violence,1
96,Beverly Hills Cop II,1
90,Beverly Hills Cop,1
87,Indiana Jones and the Temple of Doom,1
83,Open Water,1
79,Hero,1
77,Memento,1
74,War of the Worlds,1
73,American History X,1
71,Billy Elliot,1
68,Brazil,1
65,8 Mile,1
55,Amores perros,1
184,Jackie Brown,1
38,Eternal Sunshine of the Spotless Mind,1
35,The Simpsons Movie,1
33,Unforgiven,1
22,Pirates of the Caribbean: The Curse of the Black Pearl,1
20,My Life Without Me,1
19,Metropolis,1
16,Dancer in the Dark,1
14,American Beauty,1
13,Forrest Gump,1
12,Finding Nemo,1
