movie_id,title,budget,revenue,release_date,movie_url
9473,"South Park: Bigger, Longer & Uncut",21000000,52037603,1999-06-30,https://www.the-numbers.com//movie/South-Park-Bigger-Longer-and-Uncut#tab=summary
2196,Death at a Funeral,20000000,46790428,2007-02-09,https://www.the-numbers.com//movie/Death-at-a-Funeral#tab=summary
44944,For Colored Girls,21000000,38017873,2010-11-05,https://www.the-numbers.com//movie/For-Colored-Girls-Who-Have-Considered-Suicide-When-the-Rainbow-is-Enuf#tab=summary
49517,Tinker Tailor Soldier Spy,21000000,81452811,2011-09-16,https://www.the-numbers.com//movie/Tinker-Tailor-Soldier-Spy#tab=summary
44857,Molly,21000000,17396,1999-10-22,https://www.the-numbers.com//movie/Molly#tab=summary
8326,Holes,20000000,71232214,2003-04-18,https://www.the-numbers.com//movie/Holes#tab=summary
35690,The Last Song,20000000,92678948,2010-03-31,https://www.the-numbers.com//movie/Last-Song-The#tab=summary
103370,Madea's Witness Protection,20000000,66950887,2012-06-29,https://www.the-numbers.com//movie/Tyler-Perrys-Madeas-Witness-Protection#tab=summary
1649,Bill & Ted's Bogus Journey,20000000,37537675,1991-07-19,https://www.the-numbers.com//movie/Bill-and-Teds-Bogus-Journey#tab=summary
1710,Copycat,20000000,32051917,1995-10-27,https://www.the-numbers.com//movie/Copycat#tab=summary
19904,The Stepfather,20000000,29227561,2009-10-16,https://www.the-numbers.com//movie/Stepfather-The-(2008)#tab=summary
6933,One Missed Call,20000000,44513466,2008-01-04,https://www.the-numbers.com//movie/One-Missed-Call#tab=summary
17182,Eye for an Eye,20000000,26792700,1996-01-12,https://www.the-numbers.com//movie/Eye-for-an-Eye#tab=summary
14043,Nancy Drew,20000000,30703845,2007-06-15,https://www.the-numbers.com//movie/Nancy-Drew#tab=summary
9588,Quigley Down Under,20000000,21413105,1990-10-17,https://www.the-numbers.com//movie/Quigley-Down-Under#tab=summary
10115,Stick It,20000000,30399714,2006-04-21,https://www.the-numbers.com//movie/Stick-It#tab=summary
9945,Vampires,20000000,20268825,1998-04-15,https://www.the-numbers.com//movie/Vampires#tab=summary
13159,Georgia Rule,20000000,20819601,2007-05-11,https://www.the-numbers.com//movie/Georgia-Rule#tab=summary
13682,Pooh's Heffalump Movie,20000000,55686944,2005-02-11,https://www.the-numbers.com//movie/Poohs-Heffalump-Movie#tab=summary
9089,Home for the Holidays,20000000,22119269,1995-11-02,https://www.the-numbers.com//movie/Home-for-the-Holidays#tab=summary
18357,The Country Bears,20000000,16988996,2002-07-26,https://www.the-numbers.com//movie/Country-Bears-The#tab=summary
10642,Loser,20000000,18250106,2000-07-21,https://www.the-numbers.com//movie/Loser#tab=summary
10710,Envy,20000000,14566246,2004-04-30,https://www.the-numbers.com//movie/Envy#tab=summary
11382,Bullets Over Broadway,20000000,13383747,1994-10-14,https://www.the-numbers.com//movie/Bullets-Over-Broadway#tab=summary
12797,Ghost Town,20000000,29843245,2008-09-19,https://www.the-numbers.com//movie/Ghost-Town#tab=summary
18885,3 Ninjas Kick Back,20000000,11744960,1994-05-06,https://www.the-numbers.com//movie/3-Ninjas-Kick-Back#tab=summary
4953,Be Kind Rewind,20000000,30894247,2008-01-20,https://www.the-numbers.com//movie/Be-Kind-Rewind#tab=summary
10773,Mrs Henderson Presents,20000000,27836366,2005-09-09,https://www.the-numbers.com//movie/Mrs-Henderson-Presents#tab=summary
10563,Three to Tango,20000000,10570375,1999-10-22,https://www.the-numbers.com//movie/Three-to-Tango#tab=summary
5971,We're No Angels,20000000,10555348,1989-12-15,https://www.the-numbers.com//movie/Were-No-Angels#tab=summary
9716,Everyone Says I Love You,20000000,34600000,1996-12-06,https://www.the-numbers.com//movie/Everyone-Says-I-Love-You#tab=summary
26171,Everybody's Fine,20000000,9208876,2009-12-04,https://www.the-numbers.com//movie/Everybodys-Fine#tab=summary
31117,Superbabies: Baby Geniuses 2,20000000,9355369,2004-08-27,https://www.the-numbers.com//movie/Superbabies-Baby-Geniuses-2#tab=summary
9074,The Man,20000000,10393696,2005-09-08,https://www.the-numbers.com//movie/Man-The#tab=summary
24432,Doogal,20000000,28058652,2006-02-24,https://www.the-numbers.com//movie/Doogal#tab=summary
10929,Willard,20000000,6882696,2003-03-14,https://www.the-numbers.com//movie/Willard-(2003)#tab=summary
14220,Strange Wilderness,20000000,6947084,2008-02-01,https://www.the-numbers.com//movie/Strange-Wilderness#tab=summary
46435,Topsy Turvy,20000000,6201757,1999-09-03,https://www.the-numbers.com//movie/Topsy-Turvy#tab=summary
82684,Chasing Mavericks,20000000,8300821,2012-10-25,https://www.the-numbers.com//movie/Chasing-Mavericks#tab=summary
10740,Birth,20000000,14603001,2004-09-08,https://www.the-numbers.com//movie/Birth#tab=summary
14582,Passchendaele,20000000,4453327,2008-10-17,https://www.the-numbers.com//movie/Passchendaele#tab=summary
14914,Flash of Genius,20000000,4504111,2008-09-07,https://www.the-numbers.com//movie/Flash-of-Genius#tab=summary
4960,"Synecdoche, New York",20000000,4383538,2008-10-24,https://www.the-numbers.com//movie/Synecdoche-New-York#tab=summary
14652,Bon voyage,20000000,8361736,2003-04-16,https://www.the-numbers.com//movie/Bon-Voyage#tab=summary
40932,Can't Stop the Music,20000000,2000000,1980-06-20,https://www.the-numbers.com//movie/Cant-Stop-the-Music#tab=summary
334531,My All American,20000000,2246000,2015-11-13,https://www.the-numbers.com//movie/My-All-American#tab=summary
19457,The Yards,20000000,2282710,2000-04-27,https://www.the-numbers.com//movie/Yards-The#tab=summary
112937,The Oogieloves in the Big Balloon Adventure,20000000,1065907,2012-08-29,https://www.the-numbers.com//movie/Oogieloves-in-the-BIG-Balloon-Adventure-The#tab=summary
8953,Steamboy,20000000,10468867,2004-07-17,https://www.the-numbers.com//movie/Steamboy#tab=summary
29078,The Game of Their Lives,20000000,375474,2005-01-01,https://www.the-numbers.com//movie/Game-of-Their-Lives-The#tab=summary
46503,All Good Things,20000000,873617,2010-12-03,https://www.the-numbers.com//movie/All-Good-Things#tab=summary
13688,CJ7,20000000,47300771,2008-01-30,https://www.the-numbers.com//movie/CJ7#tab=summary
11458,People I Know,20000000,5694213,2002-11-21,https://www.the-numbers.com//movie/People-I-Know#tab=summary
241257,Regression,20000000,14883495,2015-10-01,https://www.the-numbers.com//movie/Regression#tab=summary
14538,Three Kingdoms: Resurrection of the Dragon,20000000,22139590,2008-04-03,https://www.the-numbers.com//movie/Three-Kingdoms-Resurrection-of-the-Dragon#tab=summary
13250,Butterfly on a Wheel,20000000,0,2007-07-27,https://www.the-numbers.com//movie/Butterfly-on-a-Wheel#tab=summary
133931,Zambezia,20000000,34454631,2012-06-05,https://www.the-numbers.com//movie/Zambezia#tab=summary
239897,Dwegons,20000000,0,2014-01-24,https://www.the-numbers.com//movie/Dwegons-and-Leprechauns#tab=summary
184341,Hands of Stone,20000000,5032013,2016-08-26,https://www.the-numbers.com//movie/Hands-of-Stone#tab=summary
334074,Survivor,20000000,774905,2015-05-21,https://www.the-numbers.com//movie/Survivor#tab=summary
14202,The Painted Veil,19400000,15118795,2006-12-09,https://www.the-numbers.com//movie/Painted-Veil-The#tab=summary
6968,The Baader Meinhof Complex,19700000,16498827,2008-09-24,https://www.the-numbers.com//movie/Baader-Meinhof-Komplex-Der#tab=summary
26367,I Can Do Bad All By Myself,19000000,51733921,2009-09-11,https://www.the-numbers.com//movie/I-Can-Do-Bad-All-By-Myself#tab=summary
385383,Fight Valley,20000000,0,2016-07-22,https://www.the-numbers.com//movie/Fight-Valley#tab=summary
16110,Thomas and the Magic Railroad,19000000,15911332,2000-07-26,https://www.the-numbers.com//movie/Thomas-and-the-Magic-Railroad#tab=summary
203833,The Book Thief,19000000,76086711,2013-11-08,https://www.the-numbers.com//movie/Book-Thief-The#tab=summary
82631,Won't Back Down,19000000,5745503,2012-09-28,https://www.the-numbers.com//movie/Wont-Back-Down#tab=summary
22479,Kansas City,19000000,1353824,1996-08-16,https://www.the-numbers.com//movie/Kansas-City#tab=summary
244339,Out of Inferno,19000000,0,2013-03-10,https://www.the-numbers.com//movie/Out-of-Inferno-(China)#tab=summary
9043,The Family Stone,18000000,92357499,2005-12-14,https://www.the-numbers.com//movie/Family-Stone-The#tab=summary
8617,Prom Night,18000000,57193655,2008-04-10,https://www.the-numbers.com//movie/Prom-Night-(2008)#tab=summary
10934,Under the Tuscan Sun,18000000,57490024,2003-04-30,https://www.the-numbers.com//movie/Under-the-Tuscan-Sun#tab=summary
10535,Spy Hard,18000000,26936265,1996-05-24,https://www.the-numbers.com//movie/Spy-Hard#tab=summary
16991,Observe and Report,18000000,27148898,2009-04-10,https://www.the-numbers.com//movie/Observe-and-Report#tab=summary
11904,Young Sherlock Holmes,18000000,19739000,1985-12-04,https://www.the-numbers.com//movie/Young-Sherlock-Holmes#tab=summary
28665,Fame,18000000,80227619,2009-01-01,https://www.the-numbers.com//movie/Fame-(2008)#tab=summary
10569,Small Time Crooks,18000000,29934477,2000-05-19,https://www.the-numbers.com//movie/Small-Time-Crooks#tab=summary
11457,Life as a House,18000000,23889158,2001-10-25,https://www.the-numbers.com//movie/Life-as-a-House#tab=summary
19840,"I Love You, Beth Cooper",18000000,16382538,2009-07-10,https://www.the-numbers.com//movie/I-Love-You-Beth-Cooper#tab=summary
22327,Youth in Revolt,18000000,19685588,2009-09-11,https://www.the-numbers.com//movie/Youth-in-Revolt#tab=summary
22102,Troop Beverly Hills,18000000,7190505,1989-03-22,https://www.the-numbers.com//movie/Troop-Beverly-Hills#tab=summary
18701,Being Julia,18000000,14488705,2004-09-03,https://www.the-numbers.com//movie/Being-Julia#tab=summary
36811,The Last Station,18000000,15696146,2009-09-04,https://www.the-numbers.com//movie/Last-Station-The#tab=summary
27380,Megaforce,18000000,5675599,1982-06-25,https://www.the-numbers.com//movie/Megaforce#tab=summary
10549,Hamlet,18000000,7129670,1996-12-25,https://www.the-numbers.com//movie/Hamlet-(1996)#tab=summary
10739,Anything Else,18000000,13203044,2003-08-27,https://www.the-numbers.com//movie/Anything-Else#tab=summary
37903,The White Ribbon,18000000,25727044,2009-05-21,https://www.the-numbers.com//movie/Weisse-Band-Eine-deutsche-Kindergeschichte-Das#tab=summary
396152,Restoration,1500000,2730877,2016-05-03,https://www.the-numbers.com//movie/Blood-Simple#tab=summary
31166,I Come with the Rain,18000000,627422,2009-05-14,https://www.the-numbers.com//movie/I-Come-with-the-Rain#tab=summary
69848,One Man's Hero,18000000,229311,1999-08-02,https://www.the-numbers.com//movie/One-Mans-Hero#tab=summary
332411,I Am Wrath,18000000,309608,2016-04-14,https://www.the-numbers.com//movie/I-Am-Wrath#tab=summary
290555,Wolves,18000000,0,2014-08-28,https://www.the-numbers.com//movie/Wolves-(2014)#tab=summary
31932,City of Ghosts,17500000,325491,2002-01-01,https://www.the-numbers.com//movie/City-of-Ghosts-(2003)#tab=summary
1933,The Others,17000000,207765056,2001-08-02,https://www.the-numbers.com//movie/Others-The#tab=summary
21765,Good Boy!,17000000,45312217,2003-10-10,https://www.the-numbers.com//movie/Good-Boy#tab=summary
2752,40 Days and 40 Nights,17000000,95092667,2002-03-01,https://www.the-numbers.com//movie/40-Days-and-40-Nights#tab=summary
13778,Dickie Roberts: Former Child Star,17000000,23734486,2003-09-05,https://www.the-numbers.com//movie/Dickie-Roberts-Former-Child-Star#tab=summary
228203,"McFarland, USA",17000000,45707924,2015-02-20,https://www.the-numbers.com//movie/McFarland-USA#tab=summary
41382,Lottery Ticket,17000000,24719879,2010-08-20,https://www.the-numbers.com//movie/Lottery-Ticket#tab=summary
10223,A Simple Plan,17000000,16316273,1998-12-11,https://www.the-numbers.com//movie/Simple-Plan-A#tab=summary
16028,They,17000000,16140842,2002-11-01,https://www.the-numbers.com//movie/They#tab=summary
15639,Larry the Cable Guy: Health Inspector,17000000,15680099,2006-03-24,https://www.the-numbers.com//movie/Larry-the-Cable-Guy-Health-Inspector#tab=summary
16112,The Adventures of Elmo in Grouchland,17000000,11634458,1999-10-01,https://www.the-numbers.com//movie/Adventures-of-Elmo-in-Grouchland-The#tab=summary
16988,How She Move,17000000,8607815,2008-01-25,https://www.the-numbers.com//movie/How-She-Move#tab=summary
24747,Bobby Jones: Stroke of Genius,17000000,2694071,2004-04-30,https://www.the-numbers.com//movie/Bobby-Jones-Stroke-of-Genius#tab=summary
58048,Shanghai Surprise,17000000,2315000,1986-08-29,https://www.the-numbers.com//movie/Shanghai-Surprise#tab=summary
10800,Dragon Hunters,17000000,13446115,2008-03-19,https://www.the-numbers.com//movie/Chasseurs-de-dragons#tab=summary
4032,My Girl,16500000,58011485,1991-11-27,https://www.the-numbers.com//movie/My-Girl#tab=summary
14709,Varsity Blues,16000000,54294169,1999-01-15,https://www.the-numbers.com//movie/Varsity-Blues#tab=summary
10781,The Texas Chainsaw Massacre: The Beginning,16000000,50517763,2006-10-06,https://www.the-numbers.com//movie/Texas-Chainsaw-Massacre-The-Beginning-The#tab=summary
13908,The Master of Disguise,16000000,40363530,2002-08-02,https://www.the-numbers.com//movie/Master-of-Disguise#tab=summary
39180,See Spot Run,16000000,43057552,2001-03-02,https://www.the-numbers.com//movie/See-Spot-Run#tab=summary
10994,White Oleander,16000000,21657770,2002-10-11,https://www.the-numbers.com//movie/White-Oleander#tab=summary
30890,Radio Days,16000000,14792779,1987-01-30,https://www.the-numbers.com//movie/Radio-Days#tab=summary
23169,Remember Me,16000000,56506120,2010-03-12,https://www.the-numbers.com//movie/Remember-Me#tab=summary
17403,How to Deal,16000000,14108518,2003-07-18,https://www.the-numbers.com//movie/How-to-Deal#tab=summary
18475,The Cookout,16000000,11540112,2004-09-03,https://www.the-numbers.com//movie/Cookout-The#tab=summary
40160,Meteor,16000000,8400000,1979-10-19,https://www.the-numbers.com//movie/Meteor#tab=summary
18074,Duets,16000000,6615452,2000-09-09,https://www.the-numbers.com//movie/Duets#tab=summary
9689,Hollywood Ending,16000000,14839383,2002-05-03,https://www.the-numbers.com//movie/Hollywood-Ending#tab=summary
18840,The White Countess,16000000,2814566,2005-10-30,https://www.the-numbers.com//movie/White-Countess-The#tab=summary
12410,Good,16000000,31631,2008-12-11,https://www.the-numbers.com//movie/Good#tab=summary
73935,Vamps,16000000,94812,2012-08-25,https://www.the-numbers.com//movie/Vamps#tab=summary
185567,Zulu,16000000,1844228,2013-12-04,https://www.the-numbers.com//movie/Zulu#tab=summary
35696,Juwanna Mann,15600000,13771817,2002-06-21,https://www.the-numbers.com//movie/Juwanna-Man#tab=summary
16351,Ararat,15500000,1693000,2002-05-20,https://www.the-numbers.com//movie/Ararat#tab=summary
2110,Wasabi,15300000,7000000,2001-10-31,https://www.the-numbers.com//movie/Wasabi#tab=summary
9035,Slither,15250000,12930343,2006-03-31,https://www.the-numbers.com//movie/Slither#tab=summary
12154,3 Men and a Baby,15000000,167780960,1987-11-27,https://www.the-numbers.com//movie/3-Men-and-a-Baby#tab=summary
10765,Private Benjamin,15000000,69847348,1980-10-06,https://www.the-numbers.com//movie/Private-Benjamin-(1980)#tab=summary
9587,Little Women,15000000,50003303,1994-12-21,https://www.the-numbers.com//movie/Little-Women-(1994)#tab=summary
15765,What's Love Got to Do with It,15000000,39100956,1993-06-09,https://www.the-numbers.com//movie/Whats-Love-Got-to-Do-With-It#tab=summary
13411,Malibu's Most Wanted,15000000,34499204,2003-04-10,https://www.the-numbers.com//movie/Malibus-Most-Wanted#tab=summary
9434,Grosse Pointe Blank,15000000,31070412,1997-04-11,https://www.the-numbers.com//movie/Grosse-Point-Blank#tab=summary
11531,Book of Shadows: Blair Witch 2,15000000,47721314,2000-10-27,https://www.the-numbers.com//movie/Book-of-Shadows-Blair-Witch-2#tab=summary
38843,Ramona and Beezus,15000000,27469621,2010-07-23,https://www.the-numbers.com//movie/Ramona-and-Beezus#tab=summary
10413,Nowhere to Run,15000000,52189039,1993-01-15,https://www.the-numbers.com//movie/Nowhere-to-Run#tab=summary
13768,Tuck Everlasting,15000000,19344615,2002-10-11,https://www.the-numbers.com//movie/Tuck-Everlasting#tab=summary
18681,Eye of the Beholder,15000000,18260865,1999-09-04,https://www.the-numbers.com//movie/Eye-of-the-Beholder#tab=summary
13166,Freddy Got Fingered,15000000,14249005,2001-04-18,https://www.the-numbers.com//movie/Freddy-Got-Fingered#tab=summary
13816,Idlewild,15000000,12669914,2006-08-25,https://www.the-numbers.com//movie/Idlewild#tab=summary
10743,Confidence,15000000,12212417,2003-04-25,https://www.the-numbers.com//movie/Confidence#tab=summary
37718,The Muse,15000000,11614954,1999-08-27,https://www.the-numbers.com//movie/Muse-The#tab=summary
15237,De-Lovely,15000000,18524496,2004-07-02,https://www.the-numbers.com//movie/De-Lovely#tab=summary
9686,New York Stories,15000000,10763469,1989-03-10,https://www.the-numbers.com//movie/New-York-Stories#tab=summary
17644,Barney's Great Adventure,15000000,11156471,1998-01-01,https://www.the-numbers.com//movie/Barneys-Great-Adventure#tab=summary
13539,Here On Earth,15000000,10845127,2000-03-23,https://www.the-numbers.com//movie/Here-on-Earth#tab=summary
68,Brazil,15000000,9932146,1985-02-20,https://www.the-numbers.com//movie/Brazil-(1985)#tab=summary
9026,The Importance of Being Earnest,15000000,8378141,2002-05-17,https://www.the-numbers.com//movie/Importance-of-Being-Earnest-The#tab=summary
57943,The Love Letter,15000000,9044093,1998-02-01,https://www.the-numbers.com//movie/Love-Letter-The-(1999)#tab=summary
18276,Hoot,15000000,8224998,2006-05-05,https://www.the-numbers.com//movie/Hoot#tab=summary
72359,Peeples,15000000,9307166,2013-05-09,https://www.the-numbers.com//movie/Peeples#tab=summary
2290,Jakob the Liar,15000000,4956401,1999-09-16,https://www.the-numbers.com//movie/Jakob-the-Liar#tab=summary
10075,Blood and Chocolate,15000000,6551310,2007-01-26,https://www.the-numbers.com//movie/Blood-and-Chocolate#tab=summary
38031,You Will Meet a Tall Dark Stranger,15000000,34247816,2010-05-23,https://www.the-numbers.com//movie/You-Will-Meet-a-Tall-Dark-Stranger#tab=summary
13853,The Clan of the Cave Bear,15000000,1953732,1986-01-17,https://www.the-numbers.com//movie/Clan-of-the-Cave-Bear-The#tab=summary
31306,Crazy in Alabama,15000000,1954202,1999-10-22,https://www.the-numbers.com//movie/Crazy-in-Alabama#tab=summary
47692,Felicia's Journey,15000000,1970268,1999-11-24,https://www.the-numbers.com//movie/Felicias-Journey#tab=summary
9104,Buffalo Soldiers,15000000,353743,2001-09-08,https://www.the-numbers.com//movie/Buffalo-Soldiers#tab=summary
11190,The Return,15000000,5953886,2003-06-25,https://www.the-numbers.com//movie/Return-The#tab=summary
24206,Silent Trigger,15000000,76382,1996-06-26,https://www.the-numbers.com//movie/Silent-Trigger#tab=summary
75033,Winnie Mandela,15000000,61847,2011-09-16,https://www.the-numbers.com//movie/Winnie#tab=summary
74536,The Son of No One,15000000,1148578,2011-11-04,https://www.the-numbers.com//movie/Son-of-No-One#tab=summary
31668,All The Queen's Men,15000000,22723,2001-10-14,https://www.the-numbers.com//movie/All-the-Queens-Men#tab=summary
13501,The Good Night,15000000,22441,2007-01-25,https://www.the-numbers.com//movie/Good-Night-The#tab=summary
262543,Automata,15000000,6775458,2014-10-09,https://www.the-numbers.com//movie/Automata#tab=summary
9288,Dungeons & Dragons: Wrath of the Dragon God,15000000,909822,2005-01-01,https://www.the-numbers.com//movie/Dungeons-and-Dragons-2-The-Elemental-Might#tab=summary
370980,Chiamatemi Francesco - Il Papa della gente,15000000,3454036,2015-12-03,https://www.the-numbers.com//movie/Chiamatemi-Francesco-papa-della-gente-Il#tab=summary
20083,Shinjuku Incident,15000000,0,2009-03-22,https://www.the-numbers.com//movie/Shinjuku-Incident#tab=summary
40880,Pandaemonium,15000000,0,2001-06-29,https://www.the-numbers.com//movie/Pandaemonium#tab=summary
9396,Crocodile Dundee 2,14000000,239606210,1988-05-19,https://www.the-numbers.com//movie/Crocodile-Dundee-2#tab=summary
319910,Broken Horses,15000000,3471,2015-03-15,https://www.the-numbers.com//movie/Broken-Horses#tab=summary
62008,Good Deeds,14000000,35579177,2012-02-23,https://www.the-numbers.com//movie/Tyler-Perrys-Good-Deeds#tab=summary
13824,Superstar,14000000,30628981,1999-10-08,https://www.the-numbers.com//movie/Superstar#tab=summary
15173,Jonah: A VeggieTales Movie,14000000,25608779,2002-10-04,https://www.the-numbers.com//movie/Jonah-A-VeggieTales-Movie#tab=summary
10008,An American Haunting,14000000,30443277,2005-05-05,https://www.the-numbers.com//movie/American-Haunting-An#tab=summary
2830,My Boss's Daughter,14000000,15549702,2003-08-21,https://www.the-numbers.com//movie/My-Bosss-Daughter#tab=summary
14557,Dead Man on Campus,14000000,15064948,1998-08-21,https://www.the-numbers.com//movie/Dead-Man-on-Campus#tab=summary
10280,Thinner,14000000,15171475,1996-10-25,https://www.the-numbers.com//movie/Thinner#tab=summary
12637,"New York, New York",14000000,13800000,1977-06-21,https://www.the-numbers.com//movie/New-York-New-York-(1977)#tab=summary
34152,Crooklyn,14000000,13024170,1994-05-13,https://www.the-numbers.com//movie/Crooklyn#tab=summary
10741,Bobby,14000000,20597806,2006-09-05,https://www.the-numbers.com//movie/Bobby#tab=summary
28029,A Walk on the Moon,14000000,4741987,1999-01-29,https://www.the-numbers.com//movie/Walk-on-the-Moon-A#tab=summary
1123,Catch a Fire,14000000,5782198,2006-10-27,https://www.the-numbers.com//movie/Catch-a-Fire#tab=summary
14033,Soul Survivors,14000000,4288246,2001-09-06,https://www.the-numbers.com//movie/Soul-Survivors#tab=summary
16899,Easy Virtue,14000000,20537741,2008-01-01,https://www.the-numbers.com//movie/Easy-Virtue#tab=summary
41317,Caravans,14000000,1000000,1978-11-02,https://www.the-numbers.com//movie/Caravans#tab=summary
245700,Mr. Turner,14000000,25187026,2014-10-31,https://www.the-numbers.com//movie/Mr-Turner#tab=summary
37842,Wild Grass,14000000,1903952,2009-05-20,https://www.the-numbers.com//movie/herbes-folles-Les#tab=summary
16005,The Lucky Ones,14000000,266967,2008-09-26,https://www.the-numbers.com//movie/Lucky-Ones-The#tab=summary
44754,Margaret,14000000,623292,2011-09-30,https://www.the-numbers.com//movie/Margaret#tab=summary
23988,Stan Helsing,14000000,1553556,2009-10-27,https://www.the-numbers.com//movie/Stan-Helsing-A-Parody#tab=summary
9603,Clueless,13700000,56598476,1995-07-19,https://www.the-numbers.com//movie/Clueless#tab=summary
25208,The Caveman's Valentine,13500000,892506,2001-01-19,https://www.the-numbers.com//movie/Cavemans-Valentine-The#tab=summary
10985,The New Guy,13000000,28972187,2002-05-10,https://www.the-numbers.com//movie/New-Guy-The#tab=summary
9644,Loaded Weapon 1,13000000,27979399,1993-02-04,https://www.the-numbers.com//movie/Loaded-Weapon-1#tab=summary
15489,Snow Day,13000000,62452927,2000-02-11,https://www.the-numbers.com//movie/Snow-Day#tab=summary
15250,This Christmas,13000000,49733545,2007-11-27,https://www.the-numbers.com//movie/This-Christmas#tab=summary
38223,Harriet the Spy,13000000,26570048,1996-07-10,https://www.the-numbers.com//movie/Harriet-the-Spy#tab=summary
25462,Two Can Play That Game,13000000,22391450,2001-09-07,https://www.the-numbers.com//movie/Two-Can-Play-That-Game#tab=summary
14577,Dirty Work,13000000,10020081,1998-06-12,https://www.the-numbers.com//movie/Dirty-Work#tab=summary
19052,Light It Up,13000000,5871603,1999-11-04,https://www.the-numbers.com//movie/Light-It-Up#tab=summary
9683,Bubble Boy,13000000,5002310,2001-08-24,https://www.the-numbers.com//movie/Bubble-Boy#tab=summary
2084,Birthday Girl,13000000,8130727,2001-09-06,https://www.the-numbers.com//movie/Birthday-Girl#tab=summary
13074,Resurrecting the Champ,13000000,3260555,2007-06-14,https://www.the-numbers.com//movie/Resurrecting-the-Champ#tab=summary
44853,The Claim,13000000,1375635,2000-12-29,https://www.the-numbers.com//movie/Claim-The#tab=summary
407887,Operation Chromite,12700000,49196532,2016-07-27,https://www.the-numbers.com//movie/Operation-Chromite-(South-Korea)#tab=summary
17043,The Crocodile Hunter: Collision Course,12500000,33436931,2002-07-26,https://www.the-numbers.com//movie/Crocodile-Hunter-Collision-Course-The#tab=summary
17187,The Emperor's Club,12500000,16193713,2002-11-22,https://www.the-numbers.com//movie/Emperors-Club-The#tab=summary
59457,Womb,13000000,0,2010-07-15,https://www.the-numbers.com//movie/Womb#tab=summary
37414,The Killer Inside Me,13000000,3617277,2010-02-19,https://www.the-numbers.com//movie/Killer-Inside-Me-The#tab=summary
6217,Cat People,12500000,21000000,1982-04-02,https://www.the-numbers.com//movie/Cat-People-(1982)#tab=summary
39780,Oscar and Lucinda,12500000,1612957,1997-12-31,https://www.the-numbers.com//movie/Oscar-and-Lucinda#tab=summary
11658,Tae Guik Gi: The Brotherhood of War,12500000,69826708,2004-02-05,https://www.the-numbers.com//movie/Tae-Guik-Gi-The-Brotherhood-of-War#tab=summary
3179,Beavis and Butt-Head Do America,12000000,63118386,1996-12-15,https://www.the-numbers.com//movie/Beavis-and-Butt-head-Do-America#tab=summary
10437,The Muppet Christmas Carol,12000000,27492918,1992-12-10,https://www.the-numbers.com//movie/Muppet-Christmas-Carol-The#tab=summary
284296,Top Five,12000000,25514848,2014-12-12,https://www.the-numbers.com//movie/Top-Five#tab=summary
11354,The Upside of Anger,12000000,28915761,2005-01-23,https://www.the-numbers.com//movie/Upside-of-Anger-The#tab=summary
16241,The Boys from Brazil,12000000,19000000,1978-10-05,https://www.the-numbers.com//movie/Boys-from-Brazil-The#tab=summary
26710,My Baby's Daddy,12000000,17322212,2004-01-09,https://www.the-numbers.com//movie/My-Babys-Daddy#tab=summary
9059,Tales from the Crypt: Demon Knight,12000000,21089146,1995-01-13,https://www.the-numbers.com//movie/Tales-from-the-Crypt-Demon-Knight#tab=summary
28353,Def Jam's How to Be a Player,12000000,14010363,1997-08-06,https://www.the-numbers.com//movie/Def-Jams-How-To-Be-a-Player#tab=summary
38093,Just Wright,12000000,21867665,2010-05-14,https://www.the-numbers.com//movie/Just-Wright#tab=summary
14976,Rachel Getting Married,12000000,17475475,2008-10-03,https://www.the-numbers.com//movie/Rachel-Getting-Married#tab=summary
11027,The Postman Always Rings Twice,12000000,44200000,1981-03-20,https://www.the-numbers.com//movie/Postman-Always-Rings-Twice-The#tab=summary
3635,Girl with a Pearl Earring,12000000,43281552,2003-08-31,https://www.the-numbers.com//movie/Girl-with-a-Pearl-Earring#tab=summary
6020,Sorority Boys,12000000,12516222,2002-03-22,https://www.the-numbers.com//movie/Sorority-Boys#tab=summary
122906,About Time,12000000,89309178,2013-08-16,https://www.the-numbers.com//movie/About-Time#tab=summary
9550,House of Flying Daggers,12000000,92863945,2004-05-19,https://www.the-numbers.com//movie/House-of-Flying-Daggers#tab=summary
14299,Cadillac Records,12000000,8942516,2008-12-05,https://www.the-numbers.com//movie/Cadillac-Records#tab=summary
19419,Screwed,12000000,6982680,2000-05-12,https://www.the-numbers.com//movie/Screwed#tab=summary
9466,Celebrity,12000000,6200000,1998-09-07,https://www.the-numbers.com//movie/Celebrity#tab=summary
10944,In the Cut,12000000,23693646,2003-09-09,https://www.the-numbers.com//movie/In-the-Cut#tab=summary
14778,Last Orders,12000000,2326407,2001-09-10,https://www.the-numbers.com//movie/Last-Orders#tab=summary
45226,The Pursuit of D.B. Cooper,12000000,2104164,1981-11-13,https://www.the-numbers.com//movie/Pursuit-of-D-B-Cooper-The#tab=summary
10212,Ravenous,12000000,2062406,1999-03-16,https://www.the-numbers.com//movie/Ravenous#tab=summary
8669,Charlie Bartlett,12000000,5295909,2008-02-22,https://www.the-numbers.com//movie/Charlie-Bartlett#tab=summary
16857,The Dangerous Lives of Altar Boys,12000000,1779284,2002-06-14,https://www.the-numbers.com//movie/Dangerous-Lives-of-Altar-Boys-The#tab=summary
8060,Married Life,12000000,2975188,2007-09-12,https://www.the-numbers.com//movie/Married-Life#tab=summary
